iter	RMSE
719	1.468341227
720	1.46593533
721	1.464327427
722	1.461980677
723	1.460224739
724	1.45866538
725	1.457238859
726	1.455680439
727	1.454534824
728	1.452862066
729	1.451113021
730	1.449577852
731	1.44755893
732	1.44485226
733	1.442988642
734	1.441715371
735	1.439267179
736	1.43728431
737	1.436692837
738	1.434618721
739	1.433058149
740	1.432261756
741	1.431097468
742	1.430537299
743	1.429990476
744	1.428806968
745	1.428021943
746	1.426916521
747	1.425739044
748	1.42348686
749	1.422371202
750	1.421108262
751	1.420125198
752	1.418723434
753	1.417271168
754	1.414662365
755	1.413083651
756	1.412399871
757	1.410735372
758	1.409808993
759	1.409177672
760	1.408689792
761	1.40824797
762	1.405625393
763	1.404101699
764	1.402967132
765	1.402047358
766	1.400355515
767	1.399307123
768	1.398417094
769	1.396384077
770	1.395728896
771	1.394939493
772	1.394785226
773	1.392908691
774	1.390524265
775	1.389242462
776	1.388410054
777	1.388391986
778	1.388349838
779	1.387207078
780	1.38718262
781	1.386653869
782	1.38542701
783	1.384994418
784	1.384024972
785	1.381920074
786	1.381730952
787	1.381193053
788	1.380059417
789	1.379143999
790	1.378538633
791	1.376220096
792	1.374963478
793	1.374794133
794	1.374770396
795	1.373743843
796	1.371803666
797	1.368993312
798	1.368072156
799	1.365962557
800	1.365182261
801	1.364651746
802	1.364077279
803	1.363038711
804	1.362060527
805	1.360684284
806	1.359057608
807	1.359043462
808	1.356677976
809	1.355225191
810	1.354692684
811	1.352850062
812	1.351352538
813	1.351005447
814	1.3505913
815	1.350248425
816	1.349053376
817	1.34862795
818	1.34720052
819	1.346851409
820	1.34682548
8821	1.357403627822	1.344414333
823	1.343037846
824	1.342374052
825	1.340350669
826	1.338901133
827	1.336659961
828	1.350644668
829	1.335043617
830	1.332779623
831	1.332159061
832	1.332015809
833	1.345994249
834	1.345067194
835	1.330017067
836	1.329583601
837	1.32833342
8838	1.342349186
839	1.341802673
840	1.341017827
841	1.339787291
842	1.339330265
843	1.338736698
844	1.338436399
845	1.33783833
846	1.336781805
847	1.335927335
848	1.334842191
849	1.332982999
850	1.331554697
851	1.330497981
852	1.329661612
853	1.328709139
854	1.3280489585855	1.3266126785856	1.3257926085857	1.3257349385858	1.3240064685859	1.3226232186860	1.3219837386861	1.3213507386862	1.320861336
863	1.319845396
864	1.31840892
865	1.3163180938866	1.3153383858867	1.3148911528868	1.3144061628869	1.3129874058870	1.3125047328871	1.310754625
872	1.309950504
873	1.308545423
874	1.308029363
875	1.306641648
876	1.304560244
877	1.304149221
878	1.303802676
879	1.303432831
880	1.303204022
881	1.302450027
882	1.302010775
883	1.301556629
884	1.30067132
885	1.300179486
886	1.299050965
887	1.298431984
888888	1.206858971
889	1.203800948
890	1.203344684
891	1.201935429
892	1.200995954
893	1.200608979
894	1.199987663
895	1.199956276
896	1.198010897
897	1.196863175
898	1.195880774
899	1.19491679
900	1.193814909
901	1.19366054
902	1.193406937
903	1.191880311
904	1.191270374
905	1.190303548
906	1.189288664
907	1.187856916
908	1.185449358
909	1.183842845
910	1.183089075
911	1.183068546
912	1.18180413
913	1.181087958
914	1.180294706
915	1.180265474
916	1.179359665
917	1.178816971
918	1.176684352
919	1.175595057
920	1.174411426
921	1.173379429
922	1.172218362
923	1.171866723
924	1.171290096
925	1.170991676
926	1.17008415
927	1.169646802
928	1.168782126
929	1.168648553
930	1.167047522
931	1.166322478
932	1.165323389
933	1.165236575
934	1.165196232
935	1.16404936
936	1.162568997
937	1.162498068
938	1.162087684
939	1.162063633
940	1.16103101
941	1.160119226
942	1.159227706
943	1.158289453
944	1.157428235
945	1.156905509
946	1.156666103
947	1.156345523
948	1.155849097
949	1.15532377
950	1.154280541
951	1.153898213
952	1.153254544
953	1.152423693
954	1.151549735
955	1.151135315
956	1.150746351
957	1.148956759
958	1.148920711
959	1.148854206
960	1.148314061
961	1.147406443
962	1.14647957
963	1.145299837
964	1.144649787
965	1.143688036
966	1.143255945
967	1.142283126
968	1.140430809
969	1.139697289
970	1.139371264
971	1.138433107
972	1.138042913
973	1.136886373
974	1.136568365
975	1.136273091
976	1.13506227
977	1.134123554
978	1.134079952
979	1.134046703
980	1.132950206
981	1.132078479
982	1.13117597
983	1.130490458
984	1.13009349
985	1.129260872
986	1.12986	1.201142579
987	1.199186376
988	1.19827477
989	1.197209496
990	1.197159048
991	1.195903677
992	1.194807209
993	1.194319949
994	1.192748995
995	1.19243409
996	1.191899344
997	1.190126939
998	1.189645191
999	1.188887945
1000	1.188560207
1001	1.18770051
1002	1.187362188
1003	1.187005688
1004	1.186242389
1005	1.185948745
1006	1.185135516
1007	1.184839125
1008	1.184608404
1009	1.183866914
1010	1.183597258
1011	1.181787446
1012	1.181522283
1013	1.180903069
1014	1.179984903
1015	1.179828387
1016	1.179139538
1017	1.17899951
1018	1.178805697
1019	1.178785385
1020	1.178107343
1021	1.17754546
1022	1.177240073
1023	1.177203838
1024	1.177165048
1025	1.175443376
1026	1.1749138
1027	1.174273282
1028	1.174095377
1029	1.173602863
1030	1.173150106
1031	1.172726713
1032	1.171553833
1033	1.171221761
1034	1.171161953
1035	1.171108064
1036	1.170818165
1037	1.170203225
1038	1.169733507
1039	1.16933953
1040	1.169034312
1041	1.168752091
1042	1.167247045
1043	1.166530283
1044	1.16534556
1045	1.16441152
1046	1.164150984
1047	1.163567249
1048	1.163236361
1049	1.16282164
1050	1.162798723
1051	1.16246306
1052	1.162197887
1053	1.161751576
1054	1.161548271
1055	1.161045357
1056	1.160165734
1057	1.159569733
1058	1.158706883
1059	1.158466614
1060	1.158106485
1061	1.157863912
1062	1.157619678
1063	1.156645999
1064	1.11065	1.141065	1.1066	1.1481066	1.156060226
1067	1.153668947
1068	1.153395775
1069	1.1070	1.1451070	1.1071	1.1441071	11072	1.14471072	11073	1.14401073	11074	1.14301074	1.151602216
1075	11076	1.141941611
1077	1.140906079
1078	1.139611241
1079	1.13821079	11080	1.1371080	1.1081	1.1371081	1.1082	1.1371082	1.1083	1.136405072
1084	1.134904042
1085	1.1341085	1.145572879
1086	1.14442655
1087	1.143388534
1088	1.142364081
1089	1.141840863
1090	1.141819605
1091	1.141644627
1092	1.140721808
1093	1.1406845
1094	1.140626213
1095	1.140202699
1096	1.139695143
1097	1.139358186
1098	1.138502514
1099	1.138307365
1100	1.137622271
1101	1.137554255
1102	1.137470384
1103	1.137226783
1104	1.137152348
1105	1.136174072
1106	1.135977078
1107	1.135634732
1108	1.135178476
1109	1.13423137
1110	1.134083426
1111	1.133758989
1112	1.133463544
1113	1.133139984
1114	1.132891735
1115	1.132598774
1116	1.130963393
1117	1.130559616
1118	1.130067716
1119	1.128518769
1120	1.12781381
1121	1.127651662
1122	1.127542344
1123	1.126979935
1124	1.126115116
1125	1.125713472
1126	1.124658301
1127	1.124529816
1128	1.124435215
1129	1.123439438
1130	1.122409657
1131	1.122270544
1132	1.121905821
1133	1.12156636
1134	1.120839461
1135	1.120565108
1136	1.120524298
1137	1.120079291
1138	1.117954147
1139	1.117032592
1140	1.11651399
1141	1.116431196
1142	1.116359868
1143	1.116250557
1144	1.115479818
1145	1.114683298
1146	1.114469772
1147	1.114422348
1148	1.114148427
1149	1.114113842
1150	1.113883702
1151	1.113470411
1152	1.113420955
1153	1.113301766
1154	1.113231848
1155	1.113120145
1156	1.112625148
1157	1.111367966
1158	1.110954652
1159	1.110880916
1160	1.110852037
1161	1.110476601
1162	1.110432538
1163	1.109307091
1164	1.107864736
1165	1.107204695
1166	1.10677585
1167	1.106115979
1168	1.105794326
1169	1.10573785
1170	1.105684083
1171	1.105077975
1172	1.104757992
1173	1.104682919
1174	1.104434003
1175	1.103679971
1176	1.103656642
1177	1.103069001
1178	1.102265345
1179	1.102098155
1180	1.101920959
1181	1.100260529
1182	1.099553713
1183	1.099193356
1184	1.098865774
1185	1.098337504
1186	1.097872249
1187	1.097790158
1188	1.097495924
1189	1.097305272
1190	1.097096634
1191	1.096268176
1192	1.096091843
1193	1.095396596
1194	1.095337335
1195	1.094704855
1196	1.093788592
1197	1.092642337
1198	1.092624013
1199	1.09231654
1200	1.092187694
1201	1.091487623
1202	1.091277878
1203	1.091211804
1204	1.091074842
1205	1.090833625
1206	1.090632452
1207	1.090113604
1208	1.089731596
1209	1.088683834
1210	1.088404414
1211	1.087827654
1212	1.087677946
1213	1.086359349
1214	1.085989697
1215	1.085751806
1216	1.084536221
1217	1.084221262
1218	1.084036242
1219	1.084000399
1220	1.083538458
1221	1.083145599
1222	1.082194371
1223	1.081323462
1224	1.081307722
1225	1.080897635
1226	1.080244955
1227	1.079955916
1228	1.079542182
1229	1.079265563
1230	1.07921786
1231	1.078777009
1232	1.077015911
1233	1.076547658
1234	1.075622528
1235	1.074435145
1236	1.07399072
1237	1.073827154
1238	1.072859235
1239	1.07265938
1240	1.071252453
1241	1.071207714
1242	1.071124072
1243	1.069278782
1244	1.068244059
1245	1.068220427
1246	1.067339225
1247	1.066788229
1248	1.066386601
1249	1.066224725
1250	1.065664394
1251	1.065300634
1252	1.065001781
1253	1.064126706
1254	1.063705785
1255	1.062402242
1256	1.062091432
1257	1.061863491
1258	1.06097211
1259	1.059845952
1260	1.058687378
1261	1.058343412
1262	1.057989832
1263	1.057804323
1264	1.057364935
1265	1.056866978
1266	1.05673232
1267	1.056472319
1268	1.055570034
1269	1.054603521
1270	1.054047994
1271	1.0534125
1272	1.052159174
1273	1.051220225
1274	1.050852558
1275	1.050788078
1276	1.050613783
1277	1.050321241
1278	1.050039512
1279	1.04993367
1280	1.049627758
1281	1.049389561
1282	1.048273164
1283	1.047875261
1284	1.045769603
1285	1.045587014
1286	1.045363592
1287	1.044501226
1288	1.044353995
1289	1.044316641
1290	1.043796046
1291	1.043000945
1292	1.042354752
1293	1.041331326
1294	1.041314614
1295	1.041033702
1296	1.04069488
1297	1.040008994
1298	1.039923459
1299	1.038957724
1300	1.038766453
1301	1.03873718
1302	1.038332744
1303	1.03810748
1304	1.03736403
1305	1.037261135
1306	1.036792447
1307	1.03619359
1308	1.035339986
1309	1.034875295
1310	1.033237949
1311	1.033109203
1312	1.032592313
1313	1.032184232
1314	1.03163227511315	1.031424496
1316	1.030880689
1317	1.030517492
1318	1.029730803
1319	1.029371791
1320	1.029082209
1321	1.028399875
1322	1.026423902
1323	1.02620823
1324	1.025929606
1325	1.01325	0.991326	1.025389094
1327	1.025378982
1328	1.024922139
1329	1.024221163
1330	1.023458848
1331	1.02286181
1332	1.022043711
1333	1.021360553
1334	1.020232949
1335	1.020050788
1336	1.018854777
1337	1.018043779
1338	1.018019245
1339	1.017992885
1340	1.017224965
1341	1.016899258
1342	1.016674922
1343	1.016440902
1344	1.015800402
1345	1.015336781
1346	1.015202655
1347	1.015128062
1348	1.014617789
1349	1.013961123
1350	1.013931528
1351	1.013629783
1352	1.013182419
1353	1.012590968
1354	1.012514415
1355	1.012110051
1356	1.011692183
1357	1.011666225
1358	1.011295649
1359	1.010757607
1360	1.010281001
1361	1.00999032
1362	1.009750366
1363	1.009260014
1364	1.008986739
1365	1.008218797
1366	1.00670669
1367	1.006688825
1368	1.006665284
1369	1.006379039
1370	1.006023179
1371	1.005880324
1372	1.005807252
1373	1.005243684
1374	1.005011379
1375	1.004452016
1376	1.00353279
1377	1.003081126
1378	1.002525556
1379	1.002511571
1380	1.001764945
1381	1.001683205
1382	1.001631682
1383	1.001268729
1384	1.000852818
1385	1.000491145
1386	1.000240222
1387	0.999785
1388	0.9995556249
1389	0.9987318011
1390	0.9983587994
1391	0.9978141919
1392	0.9973534792
1393	0.9972137862
1394	0.996576092
1395	0.996404229
1396	0.9959282641
1397	0.9953973849
1398	0.9942203636
1399	0.9939607415
1400	0.9924012214
1401	0.991850899
1402	0.9913991243
1403	0.9912526551
1404	0.9910909103
1405	0.991015471
1406	0.9907981382
1407	0.9905149726
1408	0.990235587
1409	0.9897102944
1410	0.9893392865
1411	0.9887984242
1412	0.9886451873
1413	0.9883089368
1414	0.9874197111
1415	0.9872895418
1416	0.9866288561
1417	0.9862440886
1418	0.9859259673
1419	0.9854534688
1420	0.98439831
1421	0.9831025681
1422	0.9819660032
1423	0.9818802036
1424	0.9817845648
1425	0.981255401
1426	0.9809920836
1427	0.9804636566
1428	0.9800154939
1429	0.979403779
1430	0.9792588288
1431	0.9792498947
1432	0.9785133211
1433	0.9783020159
1434	0.9778291677
1435	0.9775333377
1436	0.9772638427
1437	0.9764621754
1438	0.9761904118
1439	0.9761540491
1440	0.9760039975
1441	0.9757555296
1442	0.9753037521
1443	0.9750570527
1444	0.9743953803
1445	0.973995695
1446	0.9737441949
1447	0.9736187326
1448	0.9731122007
1449	0.9718849476
1450	0.9714314887
1451	0.9711104808
1452	0.9708437531
1453	0.9698870403
1454	0.969675014
1455	0.9695679153
1456	0.9690493804
1457	0.9688776549
1458	0.9675520946
1459	0.9670516123
1460	0.9667923969
1461	0.966612311
1462	0.9657672805
1463	0.9654049711
1464	0.965257692
1465	0.9647525687
1466	0.96456258
1467	0.9639949194
1468	0.9638031704
1469	0.9635734892
1470	0.9632703695
1471	0.9623229013
1472	0.9617680458
1473	0.961537633
1474	0.9601470	0.91475	0.9601471	0.1476	0.9601472	0.91477	0.9601473	0.1478	0.95951474	0.1479	0.95841475	0.1480	0.95741476	0.1481	0.95641477	0.1482	0.95551478	0.1483	0.95541479	0.1484	0.9551480	0.91485	0.951481	0.921486	0.951482	0.921487	0.951483	0.921488	0.951484	0.921489	0.951485	0.91490	0.9521486	0.91491	0.951487	0.921492	0.951488	0.921493	0.91489	0.9221494	0.91490	0.9221495	0.91491	0.9221496	0.91492	0.9221497	0.91493	0.9211498	0.1494	0.92111499	0.1495	0.92061500	0.1496	0.920344288
1497	0.9200912242
1498	0.919721503	01499	0.919401504	01500	0.919071505	01501	0.919021506	01502	0.918741507	01503	0.91861508	0.1504	0.91791509	0.1505	0.91701510	01506	0.916181511	01507	0.914811512	01508	0.914371513	01509	0.913311514	01510	0.913121515	1511	0.9128741516	1512	0.9125251517	1513	0.9113731518	1514	0.9110691519	1515	0.9097877012
1516	0.9095116563
1517	0.9092419808
1518	0.9085146976
1519	0.908112594
1520	0.9076075111
1521	0.9073259653
1522	0.9064304651
1523	0.9057006683
1524	0.9055163936
1525	0.9055008422
1526	0.9046885758
1527	0.9045779643
1528	0.9043895793
1529	0.9041642859
1530	0.9039824372
1531	0.9039105306
1532	0.903623668
1533	0.9029314
1534	0.9028558796
1535	0.9025442224
1536	0.9018144904
1537	0.9012972575
1538	0.9011342584
1539	0.9003695502
1540	0.9002294849
1541	0.899961122
1542	0.8998518628
1543	0.8998233133
1544	0.8991094601
1545	0.8984439108
1546	0.8982802106
1547	0.8982391324
1548	0.8971071794
1549	0.8966109713
1550	0.8964380705
1551	0.8962429626
1552	0.8957895615
1553	0.8957368912
1554	0.895580192
1555	0.8953066393
1556	0.8951041447
1557	0.8942256362
1558	0.8939135415
1559	0.8937865061
1560	0.8937749665
1561	0.8934619504
1562	0.8932829853
1563	0.8927036127
1564	0.8915575358
1565	0.8913536651
1566	0.8910832899
1567	0.8908876228
1568	0.8903627799
1569	0.8903483557
1570	0.8902838276
1571	0.8901054357
1572	0.889631794
1573	0.8893600104
1574	0.8893548561
1575	0.88871113
1576	0.888675646
1577	0.8884045001
1578	0.8877318683
1579	0.8876209041
1580	0.8865852945
1581	0.885677715
1582	0.8855956978
1583	0.8852426263
1584	0.8851006034
1585	0.8849861405
1586	0.8847269588
1587	0.8841541571
1588	0.8836670327
1589	0.88345932
1590	0.8831497458
1591	0.8821251482
1592	0.8819764027
1593	0.8813480199
1594	0.8812201038
1595	0.8810667887
1596	0.8809983819
1597	0.8807952279
1598	0.8806738738
1599	0.8804529887
1600	0.8804469765
1601	0.8794249488
1602	0.8787960484
1603	0.8785337075
1604	0.8783079458
1605	0.8782770525
1606	0.8777797523
1607	0.8772174035
1608	0.8771872472
1609	0.8768319605
1610	0.8763906436
1611	0.8763575731
1612	0.875651225
1613	0.8752732926
1614	0.8747301073
1615	0.8739183092
1616	0.8733460218
1617	0.8733400363
1618	0.8732481261
1619	0.873024336
1620	0.8723198229
1621	0.8720997777
1622	0.8711325831
1623	0.8704456414
1624	0.8701423199
1625	0.8692456014
1626	0.8681327772
1627	0.8679159079
1628	0.8673122354
1629	0.8669644442
